TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
18681,issf,grnshb2,avibase-8E218B0A,Green Shrike-Babbler (Black-crowned),Pteruthius xanthochlorus xanthochlorus/occidentalis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,grsbab1
18684,issf,grnshb1,avibase-B3F02B64,Green Shrike-Babbler (Eye-ringed),Pteruthius xanthochlorus pallidus/hybrida,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,grsbab1
18687,species,besbab1,avibase-17DB8BA0,Black-eared Shrike-Babbler,Pteruthius melanotis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,
18690,species,cfsbab1,avibase-DC2B6EBC,Trilling Shrike-Babbler,Pteruthius aenobarbus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,
18691,species,clishb1,avibase-0037A14F,Clicking Shrike-Babbler,Pteruthius intermedius,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,
18692,issf,clishb2,avibase-95D5E457,Clicking Shrike-Babbler (Garo Hills),Pteruthius intermedius aenobarbulus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,clishb1
18693,issf,clishb3,avibase-409D7564,Clicking Shrike-Babbler (Clicking),Pteruthius intermedius intermedius,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,clishb1
18694,spuh,shrike2,avibase-E2C816C2,shrike-babbler sp.,Pteruthius sp.,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,
18695,species,whbyuh1,avibase-EECEDB6F,White-bellied Erpornis,Erpornis zantholeuca,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Shrike-Babblers and Erpornis,
18704,species,rubpep1,avibase-8776BD04,Rufous-browed Peppershrike,Cyclarhis gujanensis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18705,issf,rubpep2,avibase-C882A664,Rufous-browed Peppershrike (Northern),Cyclarhis gujanensis [gujanensis Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,rubpep1
18720,issf,rubpep3,avibase-C3036487,Rufous-browed Peppershrike (Cozumel I.),Cyclarhis gujanensis insularis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,rubpep1
18721,issf,rubpep4,avibase-CB449B71,Rufous-browed Peppershrike (Yellow-backed),Cyclarhis gujanensis [virenticeps Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,rubpep1
18725,issf,rubpep5,avibase-1766B6B9,Rufous-browed Peppershrike (Chaco),Cyclarhis gujanensis viridis/cearensis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,rubpep1
18728,issf,rubpep6,avibase-7D6E08F0,Rufous-browed Peppershrike (Ochre-crowned),Cyclarhis gujanensis ochrocephala,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,rubpep1
18729,species,blbpep1,avibase-444E5987,Black-billed Peppershrike,Cyclarhis nigrirostris,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18732,slash,y00891,avibase-F9A32B3F,Rufous-browed/Black-billed Peppershrike,Cyclarhis gujanensis/nigrirostris,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18733,species,gyegre1,avibase-7CA69E1B,Gray-eyed Greenlet,Hylophilus amaurocephalus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18734,species,rucgre1,avibase-5F94B6F3,Rufous-crowned Greenlet,Hylophilus poicilotis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18735,species,oligre1,avibase-2E5B2F9F,Olivaceous Greenlet,Hylophilus olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18736,species,ashgre1,avibase-18CB2D8A,Ashy-headed Greenlet,Hylophilus pectoralis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18737,species,scrgre1,avibase-8D6D0F25,Scrub Greenlet,Hylophilus flavipes,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18738,issf,scrgre2,avibase-1BF88ABD,Scrub Greenlet (Yellow-green),Hylophilus flavipes viridiflavus/xuthus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,scrgre1
18741,issf,scrgre3,avibase-02BAFB6D,Scrub Greenlet (Scrub),Hylophilus flavipes [flavipes Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,scrgre1
18746,issf,scrgre4,avibase-BD305580,Scrub Greenlet (Tobago),Hylophilus flavipes insularis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,scrgre1
18747,species,gycgre1,avibase-4FB729B2,Gray-chested Greenlet,Hylophilus semicinereus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18751,species,brhgre1,avibase-04FCFB94,Brown-headed Greenlet,Hylophilus brunneiceps,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18752,species,lecgre2,avibase-67DE3837,Lemon-chested Greenlet,Hylophilus thoracicus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18753,issf,lecgre1,avibase-FBB3152C,Lemon-chested Greenlet (Lemon-chested),Hylophilus thoracicus griseiventris/aemulus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,lecgre2
18756,issf,lecgre3,avibase-D15CB55B,Lemon-chested Greenlet (Rio de Janeiro),Hylophilus thoracicus thoracicus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,lecgre2
18757,species,cssvir1,avibase-2F06A9E7,Chestnut-sided Shrike-Vireo,Vireolanius melitophrys,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18760,species,grsvir1,avibase-1A8BAFCA,Green Shrike-Vireo,Vireolanius pulchellus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18765,species,ybsvir1,avibase-5482299A,Yellow-browed Shrike-Vireo,Vireolanius eximius,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18768,species,scsvir1,avibase-D674D8F4,Slaty-capped Shrike-Vireo,Vireolanius leucotis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18769,issf,slcshv1,avibase-21048647,Slaty-capped Shrike-Vireo (Pale-legged),Vireolanius leucotis mikettae,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,scsvir1
18770,issf,slcshv2,avibase-BD625B2B,Slaty-capped Shrike-Vireo (Slaty-capped),Vireolanius leucotis [leucotis Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,scsvir1
18774,species,tacgre1,avibase-ED290593,Tawny-crowned Greenlet,Tunchiornis ochraceiceps,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18775,issf,tacgre2,avibase-D832707B,Tawny-crowned Greenlet (Tawny-crowned),Tunchiornis ochraceiceps [ochraceiceps Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,tacgre1
18780,issf,tacgre4,avibase-93AB2A90,Tawny-crowned Greenlet (Rufous-fronted),Tunchiornis ochraceiceps ferrugineifrons/viridior,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,tacgre1
18783,issf,tacgre5,avibase-54F7D0B2,Tawny-crowned Greenlet (Olive-crowned),Tunchiornis ochraceiceps luteifrons,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,tacgre1
18784,issf,tacgre3,avibase-14749B46,Tawny-crowned Greenlet (Red-fronted),Tunchiornis ochraceiceps rubrifrons/lutescens,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,tacgre1
18787,species,lesgre1,avibase-58274D5F,Lesser Greenlet,Pachysylvia decurtata,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18788,issf,lesgre2,avibase-BE8E3EFA,Lesser Greenlet (Northern),Pachysylvia decurtata decurtata/darienensis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,lesgre1
18791,issf,lesgre3,avibase-3F3E18AA,Lesser Greenlet (Gray-headed),Pachysylvia decurtata minor,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,lesgre1
18792,species,ducgre1,avibase-7FE65F39,Dusky-capped Greenlet,Pachysylvia hypoxantha,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18799,species,bucgre1,avibase-66B55F55,Buff-cheeked Greenlet,Pachysylvia muscicapina,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18802,species,gofgre1,avibase-05336066,Golden-fronted Greenlet,Pachysylvia aurantiifrons,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18806,species,rungre1,avibase-204918E7,Rufous-naped Greenlet,Pachysylvia semibrunnea,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18807,spuh,greenl1,avibase-6D7E04E3,greenlet sp.,Hylophilus/Tunchiornis/Pachysylvia sp.,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18808,species,golvir1,avibase-CCF80099,Golden Vireo,Vireo hypochryseus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18812,species,blmvir1,avibase-A505AE50,Blue Mountain Vireo,Vireo osburni,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18813,species,slavir1,avibase-5C84E2D2,Slaty Vireo,Vireo brevipennis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18814,species,bkcvir1,avibase-DEFD8414,Black-capped Vireo,Vireo atricapilla,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18815,species,dwavir1,avibase-CFAA6365,Dwarf Vireo,Vireo nelsoni,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18816,species,whevir,avibase-D97F93CC,White-eyed Vireo,Vireo griseus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18817,issf,whevir1,avibase-B9A1CA85,White-eyed Vireo (White-eyed),Vireo griseus [griseus Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,whevir
18823,issf,whevir2,avibase-2654C24E,White-eyed Vireo (Veracruz),Vireo griseus perquisitor,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,whevir
18824,hybrid,x01067,avibase-379FE999,Black-capped x White-eyed Vireo (hybrid),Vireo atricapilla x griseus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18825,species,thbvir,avibase-AEA614AF,Thick-billed Vireo,Vireo crassirostris,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18831,species,manvir1,avibase-A1FD40E8,Mangrove Vireo,Vireo pallens,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18832,issf,manvir4,avibase-CF3EA4B6,Mangrove Vireo (West Mexico),Vireo pallens paluster,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,manvir1
18833,issf,manvir3,avibase-2FDA28BF,Mangrove Vireo (Northern Central America),Vireo pallens ochraceus/semiflavus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,manvir1
18836,issf,thbvir2,avibase-FFD6B3C5,Mangrove Vireo (Providencia),Vireo pallens approximans,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,manvir1
18837,issf,manvir2,avibase-2AD3CD98,Mangrove Vireo (Southern Central America),Vireo pallens pallens,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,manvir1
18838,species,cozvir1,avibase-080AFDB2,Cozumel Vireo,Vireo bairdi,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18839,species,stavir1,avibase-27936203,San Andres Vireo,Vireo caribaeus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18840,species,jamvir1,avibase-E57A8704,Jamaican Vireo,Vireo modestus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18841,species,cubvir1,avibase-73CF3166,Cuban Vireo,Vireo gundlachii,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18842,species,purvir1,avibase-F32AC037,Puerto Rican Vireo,Vireo latimeri,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18843,species,flbvir1,avibase-D25FD07A,Flat-billed Vireo,Vireo nanus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18844,species,belvir,avibase-C3168495,Bell's Vireo,Vireo bellii,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18845,issf,belvir1,avibase-60EB7714,Bell's Vireo (Eastern),Vireo bellii bellii/medius,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,belvir
18848,issf,belvir2,avibase-8C56B84A,Bell's Vireo (Arizona),Vireo bellii arizonae,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,belvir
18849,issf,belvir3,avibase-96D32EE5,Bell's Vireo (Least),Vireo bellii pusillus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,belvir
18850,species,gryvir,avibase-48DBE76D,Gray Vireo,Vireo vicinior,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18851,species,hutvir,avibase-1BDF5C00,Hutton's Vireo,Vireo huttoni,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18852,issf,hutvir1,avibase-D20D5C95,Hutton's Vireo (Pacific),Vireo huttoni [huttoni Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,hutvir
18861,issf,hutvir2,avibase-E5EDD096,Hutton's Vireo (Interior),Vireo huttoni [stephensi Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,hutvir
18867,species,yetvir,avibase-F8DDF6A6,Yellow-throated Vireo,Vireo flavifrons,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18868,species,yewvir1,avibase-DDD6C145,Yellow-winged Vireo,Vireo carmioli,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18869,species,chovir1,avibase-F63CE02E,Choco Vireo,Vireo masteri,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18870,species,casvir,avibase-EB0CD5DC,Cassin's Vireo,Vireo cassinii,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18871,issf,casvir1,avibase-3E953293,Cassin's Vireo (Cassin's),Vireo cassinii cassinii,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,casvir
18872,issf,casvir2,avibase-234A3425,Cassin's Vireo (San Lucas),Vireo cassinii lucasanus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,casvir
18873,species,buhvir,avibase-95DB0943,Blue-headed Vireo,Vireo solitarius,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18876,hybrid,x00411,avibase-7D7D5DB5,Yellow-throated x Blue-headed Vireo (hybrid),Vireo flavifrons x solitarius,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18877,slash,y00485,avibase-8BCF6096,Cassin's/Blue-headed Vireo,Vireo cassinii/solitarius,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18878,species,plsvir,avibase-1BB9C864,Plumbeous Vireo,Vireo plumbeus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18879,issf,pluvir1,avibase-FC2C8311,Plumbeous Vireo (Plumbeous),Vireo plumbeus plumbeus/gravis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,plsvir
18882,issf,pluvir2,avibase-00A877A3,Plumbeous Vireo (Central American),Vireo plumbeus notius/montanus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,plsvir
18885,hybrid,x00412,avibase-F8E03717,Plumbeous x Blue-headed Vireo (hybrid),Vireo plumbeus x solitarius,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18886,slash,y00484,avibase-0CED1210,Cassin's/Plumbeous Vireo,Vireo cassinii/plumbeus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18887,spuh,solvir1,avibase-048F1F04,solitary vireo sp.,Vireo cassinii/solitarius/plumbeus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18888,species,tepgre1,avibase-DA676D6C,Tepui Vireo,Vireo sclateri,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18889,species,phivir,avibase-447A1BA5,Philadelphia Vireo,Vireo philadelphicus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18890,species,warvir,avibase-66AA469C,Warbling Vireo,Vireo gilvus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18891,issf,eawvir1,avibase-25ACCDC0,Warbling Vireo (Eastern),Vireo gilvus gilvus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,warvir
18892,issf,wewvir2,avibase-8E6E7C64,Warbling Vireo (Western),Vireo gilvus [swainsoni Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,warvir
18897,slash,y00704,avibase-959DB107,Philadelphia/Warbling Vireo,Vireo philadelphicus/gilvus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18898,species,brcvir1,avibase-66DCDF47,Brown-capped Vireo,Vireo leucophrys,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18910,species,reevir1,avibase-847717E2,Red-eyed Vireo,Vireo olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18911,hybrid,x00889,avibase-00885F5D,Philadelphia x Red-eyed Vireo (hybrid),Vireo philadelphicus x olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18912,hybrid,x00890,avibase-DF754CA9,Warbling x Red-eyed Vireo (hybrid),Vireo gilvus x olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18913,slash,y00741,avibase-644C7626,Philadelphia/Red-eyed Vireo,Vireo philadelphicus/olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18914,species,chivir1,avibase-3B1C7AD8,Chivi Vireo,Vireo chivi,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18915,issf,reevir3,avibase-7BC995B7,Chivi Vireo (resident),Vireo chivi [agilis Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,chivir1
18923,issf,reevir2,avibase-13F433F9,Chivi Vireo (migratory),Vireo chivi chivi/diversus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,chivir1
18926,slash,reevir,avibase-7254F08D,Red-eyed/Chivi Vireo,Vireo olivaceus/chivi,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18927,species,norvir1,avibase-63999CD3,Noronha Vireo,Vireo gracilirostris,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18928,species,yegvir,avibase-6A7F76A7,Yellow-green Vireo,Vireo flavoviridis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18932,slash,y01145,avibase-21610DDB,Red-eyed/Yellow-green Vireo,Vireo olivaceus/flavoviridis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18933,species,bkwvir,avibase-F57ECDC5,Black-whiskered Vireo,Vireo altiloquus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18940,slash,y01146,avibase-B1A52BE0,Red-eyed/Black-whiskered Vireo,Vireo olivaceus/altiloquus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18941,species,yucvir,avibase-A457E9DB,Yucatan Vireo,Vireo magister,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18944,spuh,vireo2,avibase-93DD9553,vireo sp. (Red-eyed Vireo complex),Vireo sp. (Red-eyed Vireo complex),Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18945,spuh,vireo1,avibase-9C725C40,vireo sp.,Vireo sp.,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18947,species,ruspit1,avibase-FF953F55,Rusty Pitohui,Pseudorectes ferrugineus,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18954,species,whbpit1,avibase-CBC2CE1F,White-bellied Pitohui,Pseudorectes incertus,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18955,species,sansht2,avibase-8A05845F,Sandstone Shrikethrush,Colluricincla woodwardi,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18956,species,bowsht1,avibase-DBCC8B86,Bower's Shrikethrush,Colluricincla boweri,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18957,species,grysht1,avibase-AD4D85BB,Gray Shrikethrush,Colluricincla harmonica,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18964,species,soosht1,avibase-F64EC7D0,Sooty Shrikethrush,Colluricincla tenebrosa,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18967,species,litshr5,avibase-52891CE6,Variable Shrikethrush,Colluricincla fortis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18973,species,litshr6,avibase-90D18200,Waigeo Shrikethrush,Colluricincla affinis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18974,species,litshr1,avibase-1F4C022C,Mamberamo Shrikethrush,Colluricincla obscura,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18978,species,litshr3,avibase-4D5183D7,Sepik-Ramu Shrikethrush,Colluricincla tappenbecki,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18982,species,rufsht2,avibase-B600DD3C,Arafura Shrikethrush,Colluricincla megarhyncha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18991,species,litshr4,avibase-6445DBD8,Tagula Shrikethrush,Colluricincla discolor,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18992,species,litshr2,avibase-E33D682E,Rufous Shrikethrush,Colluricincla rufogaster,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19000,slash,y00409,avibase-09848A84,Arafura/Rufous Shrikethrush,Colluricincla megarhyncha/rufogaster,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19001,spuh,collur1,avibase-AEFFC7E6,Colluricincla sp.,Colluricincla sp.,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19002,species,blapit1,avibase-50C1E978,Black Pitohui,Melanorectes nigrescens,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19009,species,sansht1,avibase-9A7D5255,Sangihe Whistler,Coracornis sanghirensis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19010,species,mabwhi1,avibase-68FD78E7,Maroon-backed Whistler,Coracornis raveni,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19011,species,oliwhi1,avibase-AB08B1DE,Olive Whistler,Pachycephala olivacea,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19017,species,relwhi1,avibase-112C6BA3,Red-lored Whistler,Pachycephala rufogularis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19018,species,gilwhi1,avibase-631D64E0,Gilbert's Whistler,Pachycephala inornata,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19019,species,batwhi1,avibase-EF3BEE97,Bare-throated Whistler,Pachycephala nudigula,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19022,species,fabwhi1,avibase-E9D37202,Fawn-breasted Whistler,Pachycephala orpheus,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19023,species,regwhi1,avibase-E548C5FC,Regent Whistler,Pachycephala schlegelii,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19027,species,necwhi2,avibase-A8630383,Vanuatu Whistler,Pachycephala chlorura,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19032,species,vogwhi1,avibase-396BBD58,Vogelkop Whistler,Pachycephala meyeri,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19033,species,sclwhi1,avibase-8DA085FD,Sclater's Whistler,Pachycephala soror,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19039,species,fijwhi2,avibase-F2D3460D,Fiji Whistler,Pachycephala vitiensis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19040,issf,whtwhi1,avibase-782BDEE3,Fiji Whistler (White-throated),Pachycephala vitiensis [vitiensis Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,fijwhi2
19044,issf,fijwhi1,avibase-C5A3350D,Fiji Whistler (Fiji),Pachycephala vitiensis [graeffii Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,fijwhi2
19052,species,samwhi1,avibase-DA48640C,Samoan Whistler,Pachycephala flavifrons,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19053,species,tonwhi1,avibase-E4276EE4,Tongan Whistler,Pachycephala jacquinoti,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
